"","Food code","Main food description","WWEIA Category code","WWEIA Category description","Energy (kcal)","Protein (g)","Carbohydrate (g)","Sugars, total (g)","Fiber, total dietary (g)","Total Fat (g)","Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)","Cholesterol (mg)","Retinol (mcg)","Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)","Lycopene (mcg)","Lutein + zeaxanthin (mcg)","Thiamin (mg)","Riboflavin (mg)","Niacin (mg)","Vitamin B-6 (mg)","Folic acid (mcg)","Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)","Vitamin B-12 (mcg)","Vitamin B-12, added (mcg)","Vitamin C (mg)","Vitamin D (D2 + D3) (mcg)","Vitamin E (alpha-tocopherol) (mg)","Vitamin E, added (mg)","Vitamin K (phylloquinone) (mcg)","Calcium (mg)","Phosphorus (mg)","Magnesium (mg)","Iron (mg)","Zinc (mg)","Copper (mg)","Selenium (mcg)","Potassium (mg)","Sodium (mg)","Caffeine (mg)","Theobromine (mg)","Alcohol (g)","4:0    (g)","6:0    (g)","8:0    (g)","10:0    (g)","12:0    (g)","14:0    (g)","16:0    (g)","18:0    (g)","16:1        (g)","18:1    (g)","20:1    (g)","22:1    (g)","18:2    (g)","18:3    (g)","18:4    (g)","20:4    (g)","20:5 n-3 (g)","22:5 n-3 (g)","22:6 n-3 (g)","Water (g)","Group"
"232",14203020,"Cheese, cottage, salted, dry curd",1604,"Cottage/ricotta cheese",71,10.24,6.59,1.83,0,0.29,0.167,0.078,0.003,7,2,2,0,0,0,0,0,0.023,0.224,0.143,0.016,0,9,9,9,17.7,0.46,0,0,0,0.01,0,0,85,188,11,0.15,0.47,0.03,9.3,136,756,0,0,0,0.007,0.002,0.005,0.009,0.006,0.02,0.069,0.05,0.012,0.066,0,0,0.003,0,0,0,0,0,0,80.2,"Dairy Foods"
"233",14203510,"Puerto Rican white cheese",1602,"Cheese",174,11.26,3.04,0.27,0,12.98,8.295,3.627,0.385,51,117,120,0,33,0,0,0,0.013,0.195,0.104,0.043,0,12,12,12,17.5,0.34,0,0,0.2,0.11,0,1.1,207,158,11,0.38,1.16,0.021,14.5,105,84,0,0,0,0.574,0.093,0.119,0.229,0.158,1.364,4.057,1.281,0.532,2.872,0,0,0.273,0.112,0,0,0,0,0,71.7,"Dairy Foods"
"234",14204010,"Cheese, cottage, low fat",1604,"Cottage/ricotta cheese",81,10.45,4.76,4,0,2.27,1.235,0.516,0.083,12,68,68,0,6,0,0,0,0.02,0.251,0.103,0.057,0,8,8,8,16.3,0.47,0,0,0,0.08,0,0,111,150,9,0.13,0.51,0.033,11.9,125,308,0,0,0,0.04,0.034,0.027,0.06,0.061,0.199,0.561,0.218,0.03,0.46,0.003,0,0.07,0.007,0,0.003,0.001,0.001,0,81.24,"Dairy Foods"
"235",14204020,"Cheese, cottage, lowfat, with fruit",1604,"Cottage/ricotta cheese",71,6.88,8.26,7.3,0.5,1.47,0.795,0.336,0.059,8,44,50,0,67,26,0,22,0.016,0.17,0.278,0.043,0,6,6,6,11.9,0.3,0,0.9,0,0.23,0,0.6,72,100,8,0.21,0.36,0.04,7.8,115,200,0,0,0,0.026,0.022,0.017,0.039,0.039,0.128,0.362,0.14,0.019,0.3,0.002,0,0.05,0.005,0,0.002,0.001,0.001,0,82.48,"Dairy Foods"
"236",14204030,"Cheese, cottage, lowfat, with vegetables",1604,"Cottage/ricotta cheese",67,10.9,3,3,0,1,0.619,0.282,0.039,3,10,13,0,34,0,0,16,0.01,0.13,0.1,0.05,0,10,10,10,17.5,0.49,0,4,0,0.01,0,2.6,56,128,4,0.1,0.29,0.028,4.5,86,403,0,0,0,0.029,0.01,0.01,0.019,0.019,0.106,0.302,0.116,0.039,0.233,0,0,0.029,0.01,0,0,0,0,0,83.5,"Dairy Foods"
"237",14206010,"Cheese, cottage, lowfat, low sodium",1604,"Cottage/ricotta cheese",72,12.4,2.7,2.7,0,1,0.632,0.284,0.031,4,11,11,0,3,0,0,0,0.02,0.16,0.13,0.07,0,12,12,12,17.5,0.63,0,0,0,0.01,0,0.1,61,134,5,0.14,0.38,0.028,8.4,86,13,0,0,0,0.031,0.007,0.009,0.018,0.016,0.104,0.302,0.115,0.036,0.235,0,0,0.022,0.009,0,0,0,0,0,83.5,"Dairy Foods"
"238",14207010,"Cheese, cottage, lowfat, lactose reduced",1604,"Cottage/ricotta cheese",74,12.4,3.2,2.6,0.6,1,0.64,0.29,0.03,4,11,11,0,3,0,0,0,0.02,0.16,0.13,0.07,0,12,12,12,17.5,0.63,0,0,0,0.01,0,0.1,53,134,5,0.14,0.38,0.028,9,86,220,0,0,0,0.03,0.01,0.01,0.02,0.02,0.11,0.31,0.12,0.04,0.24,0,0,0.02,0.01,0,0,0,0,0,82.5,"Dairy Foods"
"239",14301010,"Cheese, cream",8006,"Cream cheese, sour cream, whipped cream",350,6.15,5.52,3.76,0,34.44,20.213,8.907,1.483,101,303,308,1,59,2,0,7,0.023,0.23,0.091,0.056,0,9,9,9,27.2,0.22,0,0,0,0.86,0,2.1,97,107,9,0.11,0.5,0.018,8.6,132,314,0,0,0,0.718,0.592,0.366,0.868,1.004,3.275,9.405,3.365,0.651,7.776,0.064,0.002,1.212,0.131,0.001,0.053,0.01,0.02,0,52.62,"Dairy Foods"
"240",14303010,"Cheese, cream, light or lite",8006,"Cream cheese, sour cream, whipped cream",201,7.85,8.13,5.82,0,15.28,9.098,3.996,0.658,54,160,161,0,11,0,0,0,0.04,0.185,0.125,0.045,0,19,19,19,12.1,0.92,0,0,0.3,0.27,0,1.1,148,152,8,0.17,0.57,0.032,4,247,359,0,0,0,0.505,0.146,0.175,0.396,0.44,1.449,3.998,1.738,0.211,3.632,0.015,0,0.464,0.083,0,0.027,0,0,0,66.72,"Dairy Foods"
"241",14410100,"Cheese, American and Swiss blends",1602,"Cheese",366,18.13,4.78,2.26,0,30.71,18.057,8.236,1.286,100,313,317,0,49,7,0,21,0.015,0.234,0.076,0.054,0,8,8,8,19.2,1.5,0,0,7.5,0.8,0,3.7,1045,641,26,0.63,2.49,0.046,20.2,132,1671,0,0,0,0.615,0.509,0.332,0.802,0.884,2.937,8.161,3.222,0.5,7.204,0.224,0.001,1.003,0.138,0.007,0.045,0.012,0.021,0.006,39.61,"Dairy Foods"
"242",14410110,"Cheese, American",1602,"Cheese",307,16.09,8.85,6.24,0,23.06,12.931,5.655,0.99,78,248,270,1,248,23,0,60,0.04,0.425,0.17,0.124,0,18,18,18,35.8,1.52,0,0,6.5,0.84,0,3.1,1375,768,34,0.95,2.21,0.027,16.2,295,1279,0,0,0,0.442,0.366,0.241,0.574,0.68,2.095,5.899,2.235,0.376,4.993,0.041,0.002,0.8,0.095,0.005,0.03,0.008,0.013,0.002,45.07,"Dairy Foods"
"243",14410120,"Cheese, American, reduced fat",1602,"Cheese",240,17.6,10.6,8.02,0,14.1,8.85,4.13,0.41,53,243,250,0,80,0,0,0,0.07,0.48,0.18,0.08,0,18,18,18,36.2,1.11,0,0,5.3,0.27,0,2.6,529,829,33,0.2,2.36,0.03,12.4,330,1201,0,0,0,0.46,0.27,0.21,0.34,0.42,1.45,3.93,1.61,0.37,3.47,0,0,0.27,0.15,0,0,0,0,0,51.8,"Dairy Foods"
"244",14410130,"Cheese, American, nonfat or fat free",1602,"Cheese",126,21.05,10.53,5.26,0,0,0,0,0,26,55,56,0,3,0,0,0,0.412,0.545,5.56,0.567,0,9,9,9,38.4,1.85,0,0,0.1,0.27,0,0.2,789,316,115,0,4.11,0.559,14.6,393,1316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.47,"Dairy Foods"
"245",14410210,"Cheese, American, reduced sodium",1602,"Cheese",376,22.2,1.6,0.45,0,31.19,19.651,8.932,0.988,94,247,254,0,81,0,0,0,0.03,0.35,0.07,0.07,0,8,8,8,36.2,0.7,0,0,0.6,0.27,0,2.6,616,745,22,0.39,2.99,0.03,12.7,162,7,0,0,0,1.038,0.359,0.379,0.639,0.479,3.204,9.082,3.792,1.028,7.495,0,0,0.609,0.379,0,0,0,0,0,42.8,"Dairy Foods"
"246",14410330,"Cheese spread, American or Cheddar cheese base, reduced fat",1602,"Cheese",176,13.41,10.71,7.06,0,8.88,5.647,2.458,0.415,38,183,185,0,27,1,0,11,0.038,0.442,0.153,0.099,0,0,0,0,42.6,1.17,0,0,0,0.46,0,0,557,931,27,0.36,1.81,0.032,15.5,250,1102,0,0,0,0.205,0.156,0.104,0.247,0.28,0.906,2.61,0.962,0.152,2.173,0.019,0,0.331,0.039,0,0.017,0.004,0.006,0,61.82,"Dairy Foods"
"247",14410380,"Cheese, processed cream cheese product, nonfat or fat free",1602,"Cheese",105,15.69,7.66,5.48,0,1,0.644,0.25,0.057,12,10,11,0,11,0,0,0,0.04,0.265,0.23,0.05,0,35,35,35,65.2,0.95,0,0,0,0.02,0,0.2,351,523,22,0.19,1.5,0.036,4.9,278,702,0,0,0,0.056,0.029,0.041,0.035,0.025,0.083,0.242,0.115,0.011,0.233,0,0,0.042,0.006,0,0.002,0,0.001,0,71.87,"Dairy Foods"
"248",14410500,"Cheese, processed cheese food",1602,"Cheese",330,16.86,8.56,5.59,0,25.63,15.057,6.846,1.049,98,216,220,0,62,6,0,12,0.035,0.36,0.155,0.102,0,7,7,7,33,1.33,0,0,2.5,0.63,0,3,682,438,27,0.26,2.31,0.034,19.6,255,1362,0,0,0,0.515,0.444,0.276,0.664,0.743,2.473,6.837,2.601,0.445,5.947,0.19,0,0.806,0.123,0.007,0.036,0.008,0.018,0.005,44,"Dairy Foods"
"249",14410600,"Cheese, processed, with vegetables",1602,"Cheese",375,22.13,1.73,0.62,0.1,31.2,19.663,8.937,0.988,94,231,244,12,150,0,0,18,0.027,0.354,0.078,0.071,0,8,8,8,34.7,0.7,0,2.3,0.5,0.29,0,2.9,614,744,22,0.42,2.98,0.033,14.5,162,915,0,0,0,1.041,0.355,0.374,0.641,0.483,3.206,9.09,3.79,1.026,7.499,0,0,0.606,0.382,0,0,0,0,0,39.08,"Dairy Foods"
"250",14410620,"Cheese,  with wine",1602,"Cheese",330,16.86,8.56,5.59,0,25.63,15.057,6.846,1.049,98,196,201,0,65,0,0,0,0.035,0.36,0.155,0.102,0,7,7,7,36.2,1.33,0,0,2.5,0.63,0,3.4,682,438,27,0.26,2.31,0.034,19.6,255,1284,0,0,0,0.515,0.444,0.276,0.664,0.743,2.473,6.837,2.601,0.445,5.947,0.19,0,0.806,0.123,0.007,0.036,0.008,0.018,0.005,44,"Dairy Foods"
"251",14420100,"Cheese spread, American or Cheddar cheese base",1602,"Cheese",290,16.41,8.73,7.32,0,21.23,13.327,6.219,0.624,55,168,173,0,55,0,0,0,0.048,0.431,0.131,0.117,0,7,7,7,36.2,0.4,0,0,0.4,0.19,0,1.8,562,875,29,0.33,2.59,0.033,11.3,242,1625,0,0,0,0.688,0.408,0.311,0.513,0.632,2.181,5.908,2.434,0.56,5.221,0,0,0.4,0.223,0,0,0,0,0,47.65,"Dairy Foods"
"252",14420160,"Cheese spread, Swiss cheese base",1602,"Cheese",290,16.41,8.73,7.32,0,21.23,13.327,6.219,0.624,55,168,173,0,55,0,0,0,0.048,0.431,0.131,0.117,0,7,7,7,36.2,0.4,0,0,0.4,0.19,0,1.8,562,875,29,0.33,2.59,0.033,11.3,242,1625,0,0,0,0.688,0.408,0.311,0.513,0.632,2.181,5.908,2.434,0.56,5.221,0,0,0.4,0.223,0,0,0,0,0,47.65,"Dairy Foods"
"253",14420200,"Cheese spread, cream cheese, regular",8006,"Cream cheese, sour cream, whipped cream",295,7.1,3.5,3.5,0,28.6,18.02,8.071,1.033,90,300,302,0,19,0,0,0,0.02,0.19,0.95,0.04,0,12,12,12,27.2,0.4,0,0,0.5,0.77,0,2.4,71,91,6,1.13,0.51,0.015,2.7,112,436,0,0,0,0.82,0.238,0.279,0.55,0.377,2.953,8.645,3.314,0.804,6.874,0,0,0.632,0.402,0,0,0,0,0,58.5,"Dairy Foods"
"254",14420210,"Cheese spread, cream cheese, light or lite",8006,"Cream cheese, sour cream, whipped cream",201,7.85,8.13,5.82,0,15.28,9.098,3.996,0.658,54,160,161,0,11,0,0,0,0.04,0.185,0.125,0.045,0,19,19,19,12.1,0.92,0,0,0.3,0.27,0,1.1,148,152,8,0.17,0.57,0.032,4,247,359,0,0,0,0.505,0.146,0.175,0.396,0.44,1.449,3.998,1.738,0.211,3.632,0.015,0,0.464,0.083,0,0.027,0,0,0,66.72,"Dairy Foods"
"255",14420300,"Cheese spread, pressurized can",1602,"Cheese",290,16.41,8.73,7.32,0,21.23,13.327,6.219,0.624,55,168,173,0,55,0,0,0,0.048,0.431,0.131,0.117,0,7,7,7,36.2,0.4,0,0,0.4,0.19,0,1.8,562,875,29,0.33,2.59,0.033,11.3,242,1625,0,0,0,0.688,0.408,0.311,0.513,0.632,2.181,5.908,2.434,0.56,5.221,0,0,0.4,0.223,0,0,0,0,0,47.65,"Dairy Foods"
"256",14502000,"Imitation cheese",1602,"Cheese",390,25,1,1,0,32,5.815,14.127,10.615,15,113,115,0,28,0,0,0,0.03,0.36,0.08,0.07,0,18,18,18,0.1,0.83,0,0,0,0.28,0,2.7,705,530,30,0.7,3,0.03,14.6,55,670,0,0,0,0.035,0.018,0.012,0.025,0.027,0.131,3.78,1.789,0.025,14.09,0,0,10.439,0.179,0,0,0,0,0,38,"Dairy Foods"
"257",14610200,"Cheese, cottage cheese, with gelatin dessert",1604,"Cottage/ricotta cheese",81,6.55,8.37,7.66,0,2.32,0.925,0.419,0.066,9,19,20,0,6,0,0,0,0.015,0.091,0.054,0.025,0,7,7,7,10.1,0.23,0,0,0.1,0.04,0,0,46,96,5,0.05,0.22,0.027,5.7,56,231,0,0,0,0.059,0.013,0.012,0.034,0.038,0.142,0.419,0.186,0.025,0.384,0,0,0.057,0.009,0,0,0,0,0,81.91,"Dairy Foods"
"258",14610210,"Cheese, cottage cheese, with gelatin dessert and fruit",1604,"Cottage/ricotta cheese",88,5.1,13.17,12.27,0.4,1.78,0.704,0.322,0.061,7,15,19,0,42,14,0,27,0.018,0.075,0.176,0.037,0,6,6,6,9,0.18,0,0.7,0,0.18,0,0.9,37,77,5,0.14,0.2,0.045,4.5,75,177,0,0,0,0.044,0.01,0.009,0.026,0.029,0.107,0.32,0.142,0.019,0.296,0,0,0.053,0.008,0,0,0,0,0,79.22,"Dairy Foods"
"259",14610250,"Cheese, cottage cheese, with gelatin dessert and vegetables",1604,"Cottage/ricotta cheese",82,7.71,6.27,5.37,0.2,2.85,1.136,0.514,0.088,11,24,44,77,201,0,0,23,0.023,0.113,0.113,0.044,0,10,10,10,12.9,0.28,0,3.2,0.1,0.09,0,2.6,58,113,7,0.08,0.28,0.029,6.7,90,262,0,0,0,0.072,0.016,0.015,0.042,0.046,0.173,0.516,0.228,0.031,0.472,0,0,0.075,0.011,0,0,0,0,0,82.12,"Dairy Foods"
"260",14610520,"Cheese with nuts",1602,"Cheese",424,17.87,5.89,1.82,1.5,37.72,14.477,8.832,11.243,71,212,213,0,54,0,0,3,0.129,0.303,0.989,0.193,0,37,37,37,27.4,0.68,0,0.9,0.4,0.66,0,2.1,394,345,51,0.77,2.77,0.36,20,197,546,0,0,0,0.423,0.355,0.223,0.537,0.614,2.011,7.123,2.783,0.398,7.645,0.089,0.001,9.118,2,0,0.045,0.007,0.013,0.001,35.53,"Dairy Foods"
"261",14630200,"Cheese souffle",2502,"Eggs and omelets",204,9.34,6.38,2.57,0.1,15.68,8.693,4.502,1.089,143,178,179,0,29,3,0,145,0.052,0.299,0.312,0.066,5,16,25,21,75.6,0.38,0,0,1.2,0.62,0,1.1,189,179,14,0.74,1.19,0.038,16.4,124,330,0,0,0,0.393,0.27,0.169,0.362,0.385,1.185,4.055,1.704,0.223,4.037,0.027,0,0.906,0.073,0,0.062,0.002,0.005,0.017,66.89,"Meet, Poultry,Fish,Seafood and eggs"
"262",14660200,"Mozzarella sticks, breaded, baked, or fried",1602,"Cheese",325,14.75,25.14,2.36,2,18.33,6.848,4.328,4.982,36,97,99,0,25,2,0,43,0.103,0.261,0.781,0.074,14,12,36,26,9.9,0.96,0,0,0.2,0.77,0,22.9,334,318,21,0.62,2.07,0.066,18.9,108,861,0,0,0,0.181,0.146,0.097,0.234,0.271,0.872,3.351,1.447,0.162,3.979,0.076,0.001,4.346,0.575,0.002,0.023,0.004,0.006,0,38.44,"Dairy Foods"
"263",2e+07,"Meat, NFS",2002,"Beef, excludes ground",201,29.65,0,0,0,8.3,3.22,3.876,0.416,89,1,1,0,0,0,0,0,0.076,0.284,5.739,0.559,0,7,7,7,85.3,2.84,0,0,0.1,0.22,0,1.5,14,235,21,2.96,6.85,0.093,31,336,386,0,0,0,0,0,0,0.005,0.007,0.211,1.847,1.053,0.277,3.498,0.013,0,0.33,0.017,0,0.049,0.002,0.008,0.001,60.51,"Meet, Poultry,Fish,Seafood and eggs"
"264",20000200,"Ground meat, NFS",2004,"Ground beef",260,25.54,0,0,0,16.82,6.453,7.497,0.495,87,3,3,0,0,0,0,0,0.047,0.175,5.07,0.364,0,10,10,10,80.2,2.7,0,0,0,0.12,0,1.7,24,192,20,2.47,6.2,0.08,21.3,302,397,0,0,0,0,0,0,0,0.012,0.481,3.606,1.998,0.611,6.438,0.054,0,0.381,0.056,0,0.047,0,0.002,0,56.32,"Meet, Poultry,Fish,Seafood and eggs"
"265",21000100,"Beef, NS as to cut, cooked, NS as to fat eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"266",21000110,"Beef, NS as to cut, cooked, lean and fat eaten",2002,"Beef, excludes ground",235,27.06,0,0,0,13.44,5.576,6.005,0.595,87,3,3,0,0,0,0,0,0.075,0.215,7.126,0.617,0,7,7,7,86.7,1.94,0,0,0.2,0.33,0,1.5,17,218,21,2.26,5.21,0.08,29.8,341,383,0,0,0,0,0,0,0.02,0.02,0.395,3.16,1.848,0.466,5.411,0.023,0,0.463,0.067,0,0.045,0.001,0.007,0,58.14,"Meet, Poultry,Fish,Seafood and eggs"
"267",21000120,"Beef, NS as to cut, cooked, lean only eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"268",21001000,"Steak, NS as to type of meat, cooked, NS as to fat eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"269",21001010,"Steak, NS as to type of meat, cooked, lean and fat eaten",2002,"Beef, excludes ground",235,27.06,0,0,0,13.44,5.576,6.005,0.595,87,3,3,0,0,0,0,0,0.068,0.214,6.687,0.553,0,7,7,7,84.3,1.82,0,0,0.2,0.33,0,1.5,17,211,20,2.26,5.21,0.08,29.8,326,381,0,0,0,0,0,0,0.02,0.02,0.395,3.16,1.848,0.466,5.411,0.023,0,0.463,0.067,0,0.045,0.001,0.007,0,58.14,"Meet, Poultry,Fish,Seafood and eggs"
"270",21001020,"Steak, NS as to type of meat, cooked, lean only eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"271",21002000,"Beef, pickled",2002,"Beef, excludes ground",251,18.17,0.47,0,0,18.98,6.34,9.22,0.67,98,0,0,0,0,0,0,0,0.026,0.17,3.03,0.23,0,6,6,6,69.2,1.63,0,0,0.1,0.16,0,1.5,8,125,12,1.86,4.58,0.154,32.8,145,973,0,0,0,0,0,0,0.04,0.02,0.5,3.69,1.74,1.44,7.78,0,0,0.54,0.13,0,0,0,0,0,59.79,"Meet, Poultry,Fish,Seafood and eggs"
"272",21003000,"Beef, NS as to cut, fried, NS to fat eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"273",21101000,"Beef steak, NS as to cooking method, NS as to fat eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"274",21101010,"Beef steak, NS as to cooking method, lean and fat eaten",2002,"Beef, excludes ground",235,27.06,0,0,0,13.44,5.576,6.005,0.595,87,3,3,0,0,0,0,0,0.075,0.215,7.126,0.617,0,7,7,7,86.7,1.94,0,0,0.2,0.33,0,1.5,17,218,21,2.26,5.21,0.08,29.8,341,383,0,0,0,0,0,0,0.02,0.02,0.395,3.16,1.848,0.466,5.411,0.023,0,0.463,0.067,0,0.045,0.001,0.007,0,58.14,"Meet, Poultry,Fish,Seafood and eggs"
"275",21101020,"Beef steak, NS as to cooking method, lean only eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"276",21101110,"Beef steak, broiled or baked, NS as to fat eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"277",21101120,"Beef steak, broiled or baked, lean and fat eaten",2002,"Beef, excludes ground",235,27.06,0,0,0,13.44,5.576,6.005,0.595,87,3,3,0,0,0,0,0,0.075,0.215,7.126,0.617,0,7,7,7,86.7,1.94,0,0,0.2,0.33,0,1.5,17,218,21,2.26,5.21,0.08,29.8,341,383,0,0,0,0,0,0,0.02,0.02,0.395,3.16,1.848,0.466,5.411,0.023,0,0.463,0.067,0,0.045,0.001,0.007,0,58.14,"Meet, Poultry,Fish,Seafood and eggs"
"278",21101130,"Beef steak, broiled or baked, lean only eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"279",21102110,"Beef steak, fried, NS as to fat eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"280",21102120,"Beef steak, fried, lean and fat eaten",2002,"Beef, excludes ground",235,27.06,0,0,0,13.44,5.576,6.005,0.595,87,3,3,0,0,0,0,0,0.075,0.215,7.126,0.617,0,7,7,7,86.7,1.94,0,0,0.2,0.33,0,1.5,17,218,21,2.26,5.21,0.08,29.8,341,383,0,0,0,0,0,0,0.02,0.02,0.395,3.16,1.848,0.466,5.411,0.023,0,0.463,0.067,0,0.045,0.001,0.007,0,58.14,"Meet, Poultry,Fish,Seafood and eggs"
"281",21102130,"Beef steak, fried, lean only eaten",2002,"Beef, excludes ground",184,29.23,0,0,0,6.75,2.643,2.926,0.333,81,1,1,0,0,0,0,0,0.082,0.237,7.908,0.676,0,8,8,8,93,1.98,0,0,0.1,0.3,0,1.5,16,238,23,2.38,5.77,0.083,33.7,371,387,0,0,0,0,0,0,0.004,0.006,0.176,1.507,0.884,0.207,2.648,0.006,0,0.255,0.014,0,0.042,0.002,0.01,0.001,62.46,"Meet, Poultry,Fish,Seafood and eggs"
"282",21103110,"Beef steak, breaded or floured, baked or fried, NS as to fat eaten",2002,"Beef, excludes ground",247,25.04,12.18,1.28,0.7,10.91,3.116,4.702,2.554,59,5,5,0,0,0,0,0,0.161,0.256,6.293,0.361,9,6,21,15,54.6,1.48,0,0,0.2,0.75,0,7.8,51,215,18,2.53,3.92,0.086,25.5,277,447,0,0,0,0,0,0,0.006,0.005,0.15,1.884,0.941,0.213,4.381,0.028,0,2.217,0.266,0,0.045,0.002,0.008,0,50,"Meet, Poultry,Fish,Seafood and eggs"
"283",21103120,"Beef steak, breaded or floured, baked or fried, lean and fat eaten",2002,"Beef, excludes ground",267,24.42,12.18,1.28,0.7,13.37,4.229,5.911,2.651,60,6,6,0,0,0,0,0,0.16,0.249,6.114,0.352,9,6,21,15,54.4,1.45,0,0,0.2,0.75,0,7.8,51,209,17,2.52,3.77,0.085,24.8,268,447,0,0,0,0,0,0,0.007,0.007,0.23,2.485,1.322,0.308,5.445,0.035,0,2.308,0.271,0,0.044,0.002,0.009,0,48.15,"Meet, Poultry,Fish,Seafood and eggs"
